text,ml_prediction,llm_prediction
"Contains, milk, soya, wheat whey powder, barley and nuts","Dairy - indexes: [10,14] - text: milk
Soybeans - indexes: [16,20] - text: soya
Wheat - indexes: [22,32] - text: wheat whey
Gluten - indexes: [41,47] - text: barley
Nuts - indexes: [52,56] - text: nuts","For the input: `Contains, milk, soya, wheat whey powder, barley and nuts`

```
Span: ""Contains, milk, soya""
Word or Label Denoting Allergen: ""milk""
Allergen Category: ""Dairy""
Certainty: ""High""
Explanation: ""Explicitly listed after 'Contains' indicator""

Span: ""Contains, milk, soya""
Word or Label Denoting Allergen: ""soya""
Allergen Category: ""Soybeans""
Certainty: ""High""
Explanation: ""Explicitly listed after 'Contains' indicator""

Span: ""milk, soya, wheat whey""
Word or Label Denoting Allergen: ""wheat""
Allergen Category: ""Wheat""
Certainty: ""High""
Explanation: ""Explicitly listed after 'Contains' indicator""

Span: ""wheat whey powder, barley""
Word or Label Denoting Allergen: ""barley""
Allergen Category: ""Gluten""
Certainty: ""High""
Explanation: ""Explicitly listed after 'Contains' indicator""

Span: ""barley and nuts""
Word or Label Denoting Allergen: ""nuts""
Allergen Category: ""Nuts""
Certainty: ""High""
Explanation: ""Explicitly listed after 'Contains' indicator""
```

The allergens are explicitly labeled with ""Contains"" at the beginning of the text, making them all high-certainty allergen declarations. Each allergen is listed separately and categorized according to the standard allergen categories provided in the guidelines."
Grillas Gym Goers (GGG),"Gluten - indexes: [19,22] - text: GGG","For the input menu item ""Grillas Gym Goers (GGG)"", my analysis is:

```
No Allergens Found
```

Explanation: The provided menu item text ""Grillas Gym Goers (GGG)"" does not contain any:
- Explicitly labeled allergens
- Allergen warning statements
- Allergen shorthand labels in standard format
- ""Contains"" or ""May contain"" statements

The text only includes the item name and what appears to be an abbreviation (GGG) that is not a recognized allergen shorthand label according to the guidelines. Therefore, following the guidelines for default handling of non-allergen formats, ""No Allergens Found"" is the appropriate output."
"A thick creamy sauce cooked with specially blended spices and herbs, spinach and fine chopped onions giving it a hot, sweet and sour taste. It is topped with a fresh Bangladeshi fresh chilli paste from Sylhet, sugar and coconut powder. The secret. ALLERGY INFORMATION CONTAIN: Nut, Mustard, Dairy and genetically modified Soyal Oil","Nuts - indexes: [277,280] - text: Nut
Mustard - indexes: [282,289] - text: Mustard
Dairy - indexes: [291,296] - text: Dairy
Soybeans - indexes: [322,331] - text: Soyal Oil","Let me analyze the menu item text according to the provided guidelines.

The text contains an explicit allergen section marked as ""ALLERGY INFORMATION CONTAIN:"", so I'll extract the allergens mentioned there:

```
Span: ""ALLERGY INFORMATION CONTAIN: Nut""
Word or Label Denoting Allergen: ""Nut""
Allergen Category: ""Nuts""
Certainty: ""High""
Explanation: ""Explicitly listed under allergy information section.""

Span: ""INFORMATION CONTAIN: Nut, Mustard""
Word or Label Denoting Allergen: ""Mustard""
Allergen Category: ""Mustard""
Certainty: ""High""
Explanation: ""Explicitly listed under allergy information section.""

Span: ""CONTAIN: Nut, Mustard, Dairy""
Word or Label Denoting Allergen: ""Dairy""
Allergen Category: ""Dairy""
Certainty: ""High""
Explanation: ""Explicitly listed under allergy information section.""

Span: ""Dairy and genetically modified Soyal Oil""
Word or Label Denoting Allergen: ""Soyal Oil""
Allergen Category: ""Soybeans""
Certainty: ""High""
Explanation: ""Explicitly listed under allergy information section, though spelled as 'Soyal'""
```

Note: While coconut is mentioned in the ingredient list, it wasn't explicitly labeled as an allergen in the allergen section, so it wasn't included in the extraction. Only items explicitly listed under ""ALLERGY INFORMATION CONTAIN:"" were extracted as per the guidelines."
"Contains Gluten, Peanuts, green nuts, celery, mustard, eggs, milk, sesame, soya, and Sulphites. House-pack dishes are slightly smaller than regular dishes. 1x Chicken Tikka (Starter), 1x Onion Bhaji1x Lamb Bhuna, 1x Chicken Kurma,1x Bombay Potato, 1x Pilau Rice, 1x Naan,2x Papadoms, 1xMint Sauce, 1x Onion Salad","Gluten - indexes: [9,15] - text: Gluten
Peanuts - indexes: [17,24] - text: Peanuts
Nuts - indexes: [26,36] - text: green nuts
Celery and Celeriac - indexes: [38,44] - text: celery
Mustard - indexes: [46,53] - text: mustard
Eggs - indexes: [55,59] - text: eggs
Dairy - indexes: [61,65] - text: milk
Sesame - indexes: [67,73] - text: sesame
Soybeans - indexes: [75,79] - text: soya
Sulphites - indexes: [85,94] - text: Sulphites","Let me analyze the menu item text according to the provided guidelines.

The input text begins with ""Contains"" followed by a list of allergens, which indicates these are explicitly labeled allergens. I'll extract each one:

```
Span: ""Contains Gluten, Peanuts""
Word or Label Denoting Allergen: ""Gluten""
Allergen Category: ""Gluten""
Certainty: ""High""
Explanation: ""Explicitly listed after 'Contains' statement""

Span: ""Contains Gluten, Peanuts, green""
Word or Label Denoting Allergen: ""Peanuts""
Allergen Category: ""Peanuts""
Certainty: ""High""
Explanation: ""Explicitly listed after 'Contains' statement""

Span: ""Peanuts, green nuts, celery""
Word or Label Denoting Allergen: ""nuts""
Allergen Category: ""Nuts""
Certainty: ""High""
Explanation: ""Explicitly listed after 'Contains' statement""

Span: ""nuts, celery, mustard""
Word or Label Denoting Allergen: ""celery""
Allergen Category: ""Celery and Celeriac""
Certainty: ""High""
Explanation: ""Explicitly listed after 'Contains' statement""

Span: ""celery, mustard, eggs""
Word or Label Denoting Allergen: ""mustard""
Allergen Category: ""Mustard""
Certainty: ""High""
Explanation: ""Explicitly listed after 'Contains' statement""

Span: ""mustard, eggs, milk""
Word or Label Denoting Allergen: ""eggs""
Allergen Category: ""Eggs""
Certainty: ""High""
Explanation: ""Explicitly listed after 'Contains' statement""

Span: ""eggs, milk, sesame""
Word or Label Denoting Allergen: ""milk""
Allergen Category: ""Dairy""
Certainty: ""High""
Explanation: ""Explicitly listed after 'Contains' statement""

Span: ""milk, sesame"
Marinated Chicken Tikka Finely Chopped With Fresh Salad And & Cheddar Cheese; Touch Of Wrap Special Sauce And Peri Sauce Contains: Dairy & Glutine,"Dairy - indexes: [131,136] - text: Dairy
Gluten - indexes: [139,146] - text: Glutine","Let me analyze the provided menu item text according to the guidelines.

For the input:
`Marinated Chicken Tikka Finely Chopped With Fresh Salad And & Cheddar Cheese; Touch Of Wrap Special Sauce And Peri Sauce Contains: Dairy & Glutine`

Since there is an explicit allergen label ""Contains:"", I'll extract the allergens:

```
Span: ""Contains: Dairy & Glutine""
Word or Label Denoting Allergen: ""Dairy""
Allergen Category: ""Dairy""
Certainty: ""High""
Explanation: ""Dairy is explicitly listed after 'Contains:' label.""

Span: ""Contains: Dairy & Glutine""
Word or Label Denoting Allergen: ""Glutine""
Allergen Category: ""Gluten""
Certainty: ""High""
Explanation: ""Glutine (misspelled version of Gluten) is explicitly listed after 'Contains:' label.""
```

Note: While the menu item mentions ""Cheddar Cheese"" which contains dairy, I only included the allergens that were explicitly labeled in the allergen format (after ""Contains:""). The term ""Glutine"" appears to be a misspelling of ""Gluten"" but is still clearly intended to indicate the gluten allergen."
"210 gram of Sushi rice, breaded katsu chicken, edamame beans, Carrot, mango, beetroots, fried onion, sesame seeds. sweet chilli mayo, pink ginger.
This recipe contains Eggs, Fish, Soybeans, Wheat (glute)
1 pot of sweet chilli mayo is served on the side
(1 Bowl contains 605 Kcal)
(10g of spicy mayo contains 60 Kcal)","Sesame - indexes: [101,113] - text: sesame seeds
Eggs - indexes: [168,172] - text: Eggs
Fish - indexes: [174,178] - text: Fish
Soybeans - indexes: [180,188] - text: Soybeans
Wheat - indexes: [190,195] - text: Wheat
Gluten - indexes: [197,202] - text: glute","For the provided menu item text, I'll analyze it for explicitly labeled allergens:

```
Span: ""This recipe contains Eggs, Fish""
Word or Label Denoting Allergen: ""Eggs""
Allergen Category: ""Eggs""
Certainty: ""High""
Explanation: ""Explicitly listed as contained allergen in recipe""

Span: ""contains Eggs, Fish, Soybeans""
Word or Label Denoting Allergen: ""Fish""
Allergen Category: ""Fish""
Certainty: ""High""
Explanation: ""Explicitly listed as contained allergen in recipe""

Span: ""Fish, Soybeans, Wheat (glute)""
Word or Label Denoting Allergen: ""Soybeans""
Allergen Category: ""Soybeans""
Certainty: ""High""
Explanation: ""Explicitly listed as contained allergen in recipe""

Span: ""Soybeans, Wheat (glute)""
Word or Label Denoting Allergen: ""Wheat""
Allergen Category: ""Wheat""
Certainty: ""High""
Explanation: ""Explicitly listed as contained allergen in recipe with gluten notation""
```

The allergens are explicitly labeled in the format ""This recipe contains [allergens]"", making these clear allergen declarations. While the menu item contains ingredients like sesame seeds that could be allergens, I've only included the explicitly labeled allergens as per the guidelines. Each allergen is listed with high certainty as they are directly stated as contained ingredients in the allergen declaration format."
MildD - Contains DairyGarden peas & cottage cheese cooked in a traditional Indian creamy sauce,"Dairy - indexes: [17,28] - text: DairyGarden","For the given menu item:
`MildD - Contains DairyGarden peas & cottage cheese cooked in a traditional Indian creamy sauce`

Analysis:

```
Span: ""Contains Dairy""
Word or Label Denoting Allergen: ""Dairy""
Allergen Category: ""Dairy""
Certainty: ""High""
Explanation: ""Explicitly labeled with 'Contains' prefix indicating allergen declaration.""
```

Explanation of analysis:
- The text includes ""Contains Dairy"" at the beginning (as part of ""DairyGarden""), which matches the format for explicit allergen labeling.
- While the menu item contains dairy ingredients like ""cottage cheese"" and ""creamy sauce"", these are not explicitly labeled as allergens, so they are not included in the extraction.
- The format ""Contains [allergen]"" is a standard allergen declaration format, making this a valid extraction with high certainty.
- Only the explicitly labeled allergen (Dairy) is included in the output, following the guidelines to only extract allergens that are explicitly presented in allergen format."
"Allergens gluten , sulphir dioxide and soya beans.","Gluten - indexes: [10,16] - text: gluten
Sulphites - indexes: [19,34] - text: sulphir dioxide
Soybeans - indexes: [39,49] - text: soya beans","For the input: `Allergens gluten , sulphir dioxide and soya beans.`

Here's the analysis:

```
Span: ""Allergens gluten""
Word or Label Denoting Allergen: ""gluten""
Allergen Category: ""Gluten""
Certainty: ""High""
Explanation: ""Explicitly listed under 'Allergens' label.""

Span: ""sulphir dioxide""
Word or Label Denoting Allergen: ""sulphir dioxide""
Allergen Category: ""Sulphites""
Certainty: ""High""
Explanation: ""Explicitly listed under 'Allergens' label. Despite spelling variation, clearly refers to sulphites.""

Span: ""soya beans""
Word or Label Denoting Allergen: ""soya beans""
Allergen Category: ""Soybeans""
Certainty: ""High""
Explanation: ""Explicitly listed under 'Allergens' label. Alternative spelling for soybeans.""
```

The text clearly labels these as allergens with the ""Allergens"" prefix, and lists three distinct allergens: gluten, sulphur dioxide (sulphites), and soya beans (soybeans). All have high certainty as they are explicitly labeled as allergens in the text."
"Allergy Advice - Contains Celery and Nuts (Chestnuts) This Special is packed full of winter flavours, this sweet and hearty soup is full of goodness to help keep the bugs away. Allergen Advice: Contains Nuts (Chestnuts) & Celery","Celery and Celeriac - indexes: [26,32] - text: Celery
Nuts - indexes: [37,41] - text: Nuts
Nuts - indexes: [43,52] - text: Chestnuts
Nuts - indexes: [203,207] - text: Nuts
Nuts - indexes: [209,218] - text: Chestnuts
Celery and Celeriac - indexes: [222,228] - text: Celery","I'll analyze the provided menu item text for explicitly labeled allergens.

From the input text, I can identify two clear allergen advisory sections:
1. ""Allergy Advice - Contains Celery and Nuts (Chestnuts)""
2. ""Allergen Advice: Contains Nuts (Chestnuts) & Celery""

Here's the structured output:

```
Span: ""Allergy Advice - Contains Celery and""
Word or Label Denoting Allergen: ""Celery""
Allergen Category: ""Celery and Celeriac""
Certainty: ""High""
Explanation: ""Celery is explicitly listed in allergy advice section.""

Span: ""Contains Celery and Nuts (Chestnuts)""
Word or Label Denoting Allergen: ""Nuts""
Allergen Category: ""Nuts""
Certainty: ""High""
Explanation: ""Nuts (specifically Chestnuts) is explicitly listed in allergy advice section.""

Span: ""Contains Nuts (Chestnuts) & Celery""
Word or Label Denoting Allergen: ""Nuts""
Allergen Category: ""Nuts""
Certainty: ""High""
Explanation: ""Nuts (specifically Chestnuts) is repeated in second allergen advice section.""

Span: ""Nuts (Chestnuts) & Celery""
Word or Label Denoting Allergen: ""Celery""
Allergen Category: ""Celery and Celeriac""
Certainty: ""High""
Explanation: ""Celery is repeated in second allergen advice section.""
```

Note: While the allergens appear twice in the text, I've included both instances as they appear in separate allergen advisory sections. The certainty is ""High"" for all entries as they are explicitly labeled as allergens in formal allergen advice sections."
Soya beans,"Soybeans - indexes: [5,10] - text: beans","For the input menu item ""Soya beans"", I'll analyze it according to the provided guidelines:

```
No Allergens Found
```

Explanation: While ""Soya beans"" (soybeans) is a known allergen, it is not explicitly labeled as an allergen in the text (e.g., there's no ""Allergens:"", ""Contains:"", or similar allergen labeling format). According to the guidelines, we should only extract allergens that are explicitly presented in allergen format, not those mentioned as part of general ingredient descriptions. Therefore, the correct output is ""No Allergens Found""."
