text,current_prediction,suggested_correction,reason
Contains Dairy Products,"Dairy - indexes: [9,23] - text: Dairy Products",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
TADKA ALOO (DA*),"Dairy - indexes: [12,14] - text: DA",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
[SO09] Fried Vermicelli,"Soybeans - indexes: [1,5] - text: SO09",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Contains Peanuts, Soy, Wheat, Crustaceans, Fish, Mollusc, Wheat, Mustard","Peanuts - indexes: [9,16] - text: Peanuts
Soybeans - indexes: [18,21] - text: Soy
Wheat - indexes: [23,28] - text: Wheat
Crustaceans - indexes: [30,41] - text: Crustaceans
Fish - indexes: [43,47] - text: Fish
Molluscs - indexes: [49,56] - text: Mollusc
Wheat - indexes: [58,63] - text: Wheat
Mustard - indexes: [65,72] - text: Mustard",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
Masaledaar Kuku(M)(Su),"Dairy - indexes: [16,17] - text: M
Sulphites - indexes: [19,21] - text: Su","[{'span': '(M)', 'allergen': 'Molluscs', 'certainty': 'High', 'explanation': 'Shorthand code M indicates Molluscs'}]","Mismatch between predicted allergens {'17] - text: M\nSulphites - indexes: [19', '21] - text: Su', 'Dairy - indexes: [16'} and extracted allergens {'Molluscs'}"
Turkish Spicy Sausage and Cheese Sandwich,"Dairy - indexes: [26,32] - text: Cheese",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Piri piri chicken with lime rice, sweetcorn and coleslaw
Soya,milk,sulphur, mustard, celery,egg","Soybeans - indexes: [57,61] - text: Soya
Dairy - indexes: [62,66] - text: milk
Sulphites - indexes: [67,74] - text: sulphur
Mustard - indexes: [76,83] - text: mustard
Celery and Celeriac - indexes: [85,91] - text: celery
Eggs - indexes: [92,95] - text: egg",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
Tuna Mayo And Sweetcorn Jacket P,"Peanuts - indexes: [31,32] - text: P",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
75. Sweet & Sour King Prawn,"Crustaceans - indexes: [17,27] - text: King Prawn",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Filling Contain: Salmon, Prawns & Crabsticks","Crustaceans - indexes: [25,31] - text: Prawns",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"sorbet, cocoa nib and buckwheat crumb [pg, wg]","Wheat - indexes: [43,45] - text: wg",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Beautifully prepared hand piped fresh cream and pistachio cake slices.
Sweet cream and pistachio paste Filling.
Topped with fresh fruit and pistachios.
Consists of three layers of vanilla sponge.
We recommend our cakes should be stored in a fridge and consumed within 24 hours of collection.","Nuts - indexes: [48,57] - text: pistachio
Nuts - indexes: [87,96] - text: pistachio",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"[Pe]
[Mi]","Peanuts - indexes: [1,3] - text: Pe
Dairy - indexes: [6,8] - text: Mi",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
[Mo],"Molluscs - indexes: [1,3] - text: Mo",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Stir fried mixed seafood with black bean sauce, mixed peppers and onions Allergy info Contains soya , fish , prawn , mussels , squid .","Soybeans - indexes: [95,99] - text: soya
Fish - indexes: [102,106] - text: fish
Crustaceans - indexes: [109,114] - text: prawn
Molluscs - indexes: [117,124] - text: mussels
Molluscs - indexes: [127,132] - text: squid",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Thick sauce with specially blended spices and herbs with green chilli, pepper, tomatoes and chopped onions in a juicy and minty hot sauce. Allergy Information Contain: Celery, Mustard, Genetically Modified Soya Oil.","Celery and Celeriac - indexes: [168,174] - text: Celery
Mustard - indexes: [176,183] - text: Mustard
Soybeans - indexes: [206,214] - text: Soya Oil",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Spicy
chicken curry sauce made out of coconut, cashew and cardomom","Nuts - indexes: [47,53] - text: cashew",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
[G] [Mu],"Gluten - indexes: [1,2] - text: G
Mustard - indexes: [5,7] - text: Mu",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"A classic, full flavoured spicy curry. Roasted star anise, coconut, chinnamon, jovantry and fenugreek seeds all mixture to the stunning flavour of this original dish. Allergens Info: Treenut. HOT","Nuts - indexes: [183,190] - text: Treenut",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Chicken, maple bacon, sweetcorn, red onion, mozzarella and cheddar, ranch base (CANNOT GUARANTEE THAT THEY ARE GLUTEN FREE!)","Gluten - indexes: [111,122] - text: GLUTEN FREE",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"(m, ss, sy, 559 kcal)","Dairy - indexes: [1,2] - text: m
Sesame - indexes: [4,6] - text: ss
Soybeans - indexes: [8,10] - text: sy",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Allergens Present
Egg Products Yes
Milk Products Yes
Cereal containing gluten – Barley C
Cereal containing gluten – Oat Yes
Cereal containing gluten – Rye C
Cereal containing gluten – Wheat Yes","Eggs - indexes: [18,21] - text: Egg
Dairy - indexes: [22,30] - text: Products
Dairy - indexes: [35,39] - text: Milk
Dairy - indexes: [40,48] - text: Products
Gluten - indexes: [53,88] - text: Cereal containing gluten – Barley C
Gluten - indexes: [89,113] - text: Cereal containing gluten
Gluten - indexes: [116,119] - text: Oat
Gluten - indexes: [124,148] - text: Cereal containing gluten
Gluten - indexes: [151,154] - text: Rye
Celery and Celeriac - indexes: [155,156] - text: C
Gluten - indexes: [157,181] - text: Cereal containing gluten
Wheat - indexes: [184,189] - text: Wheat",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
Duck Spring Rolls (S) (SO) (G) (SU),"Sesame - indexes: [19,20] - text: S
Soybeans - indexes: [23,25] - text: SO
Gluten - indexes: [28,29] - text: G
Sulphites - indexes: [32,34] - text: SU","[{'span': '(S)', 'allergen': 'Soybeans', 'certainty': 'High', 'explanation': 'Shorthand code S indicates Soybeans'}]","Mismatch between predicted allergens {'20] - text: S\nSoybeans - indexes: [23', '34] - text: SU', '25] - text: SO\nGluten - indexes: [28', 'Sesame - indexes: [19', '29] - text: G\nSulphites - indexes: [32'} and extracted allergens {'Soybeans'}"
"fried squid, citrus zest, chilli jam mayo / DAIRY, GLUTEN, MOLLUSCS, EGGS, SULPHITES, MUSTARD
£15","Dairy - indexes: [44,49] - text: DAIRY
Gluten - indexes: [51,57] - text: GLUTEN
Molluscs - indexes: [59,67] - text: MOLLUSCS
Eggs - indexes: [69,73] - text: EGGS
Sulphites - indexes: [75,84] - text: SULPHITES
Mustard - indexes: [86,93] - text: MUSTARD",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
Allergens Info: Gluten & Dairy,"Nuts - indexes: [10,14] - text: Info
Gluten - indexes: [16,22] - text: Gluten
Dairy - indexes: [25,30] - text: Dairy",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Brown rice, beetroot, houmous, leafs, mixed seeds, mustard vinaigrette, also add balsamic beetroot add chicken or halloumi +£3 (M,SE,MU) GF","Dairy - indexes: [128,129] - text: M
Sesame - indexes: [130,132] - text: SE
Mustard - indexes: [133,135] - text: MU","[{'span': '(M,SE,MU)', 'allergen': 'Molluscs', 'certainty': 'High', 'explanation': 'Shorthand code M indicates Molluscs'}]","Mismatch between predicted allergens {'135] - text: MU', '129] - text: M\nSesame - indexes: [130', '132] - text: SE\nMustard - indexes: [133', 'Dairy - indexes: [128'} and extracted allergens {'Molluscs'}"
PS STICKY TOFFEE PUDDING WITH TOFFEE SAUCE & VANILLA ICE CREAM,"Gluten - indexes: [25,29] - text: WITH",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Smocked aubergine, sesame sauce, yogurt, lemon juice serve with Lebanese bread","Sesame - indexes: [19,31] - text: sesame sauce",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Crabstick, avocado and flying fish roe *crab,flying fish roe","Fish - indexes: [30,38] - text: fish roe
Crustaceans - indexes: [40,44] - text: crab
Fish - indexes: [52,60] - text: fish roe",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Okonomiyaki batter is made of flour, eggs, shredded cabbage, and usually contains other ingredients such as green onion, meat,seafood and Vegetable.
Referred to as a ""Japanese pizza""
The batter and other ingredients are pan-fried on both sides on a teppan using metal spatulas that are later used to cut the dish when it has finished cooking. Cooked okonomiyaki is topped with ingredients that include Teriyaki sauce ,seaweed flakes),Japanese mayonnaise, and black Sesame seed.","Eggs - indexes: [37,41] - text: eggs
Sesame - indexes: [465,476] - text: Sesame seed",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Cereals
Containing
Gluten
Wheat","Gluten - indexes: [0,25] - text: Cereals
Containing
Gluten
Wheat - indexes: [26,31] - text: Wheat",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Contains fish, sesame, king prawn, and cereals containing gluten. Deep fried chicken or prawn or pork, ramen noodles, pork bone soup, katsu sauce, sesame oil, vegetable, egg, and fish cake","Fish - indexes: [9,13] - text: fish
Sesame - indexes: [15,21] - text: sesame
Crustaceans - indexes: [23,33] - text: king prawn
Gluten - indexes: [39,64] - text: cereals containing gluten
Sesame - indexes: [147,153] - text: sesame
Eggs - indexes: [170,173] - text: egg
Fish - indexes: [179,183] - text: fish",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
Spicy Mixed Seafood Rice,"Fish - indexes: [12,19] - text: Seafood",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Mixed with chicken, bbq pork, shrimps in spicy curry flavour","Crustaceans - indexes: [30,37] - text: shrimps",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Contains Gluten, Soya, Crustaseans","Gluten - indexes: [9,15] - text: Gluten
Soybeans - indexes: [17,21] - text: Soya
Crustaceans - indexes: [23,34] - text: Crustaseans",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Allergens: Celery, (Wh),(MC)-Eggs, Milk, (MC)-Mustard,(MC)-Sulphur Dioxide.","Celery and Celeriac - indexes: [11,17] - text: Celery
Wheat - indexes: [20,22] - text: Wh
Eggs - indexes: [29,33] - text: Eggs
Dairy - indexes: [35,39] - text: Milk
Mustard - indexes: [46,53] - text: Mustard
Sulphites - indexes: [59,74] - text: Sulphur Dioxide","[{'span': 'Allergens: Celery, (Wh),(MC)-Eggs, Milk, (MC)-Mustard,(MC)-Sulphur Dioxide.', 'allergen': 'Celery', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergens: Celery, (Wh),(MC)-Eggs, Milk, (MC)-Mustard,(MC)-Sulphur Dioxide.', 'allergen': '(Wh)', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergens: Celery, (Wh),(MC)-Eggs, Milk, (MC)-Mustard,(MC)-Sulphur Dioxide.', 'allergen': '(MC)-Eggs', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergens: Celery, (Wh),(MC)-Eggs, Milk, (MC)-Mustard,(MC)-Sulphur Dioxide.', 'allergen': 'Milk', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergens: Celery, (Wh),(MC)-Eggs, Milk, (MC)-Mustard,(MC)-Sulphur Dioxide.', 'allergen': '(MC)-Mustard', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergens: Celery, (Wh),(MC)-Eggs, Milk, (MC)-Mustard,(MC)-Sulphur Dioxide.', 'allergen': '(MC)-Sulphur Dioxide', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}]","Mismatch between predicted allergens {'33] - text: Eggs\nDairy - indexes: [35', '39] - text: Milk\nMustard - indexes: [46', '22] - text: Wh\nEggs - indexes: [29', 'Celery and Celeriac - indexes: [11', '53] - text: Mustard\nSulphites - indexes: [59', '17] - text: Celery\nWheat - indexes: [20', '74] - text: Sulphur Dioxide'} and extracted allergens {'(MC)-Sulphur Dioxide', '(Wh)', 'Milk', 'Celery', '(MC)-Mustard', '(MC)-Eggs'}"
"Allergen advice: contains gluten, sulphar dioxide, celery, soya and egg","Gluten - indexes: [26,32] - text: gluten
Sulphites - indexes: [34,49] - text: sulphar dioxide
Celery and Celeriac - indexes: [51,57] - text: celery
Soybeans - indexes: [59,63] - text: soya
Eggs - indexes: [68,71] - text: egg",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Contains gluten, milk, wheat, hazelnut, soybeans","Gluten - indexes: [9,15] - text: gluten
Dairy - indexes: [17,21] - text: milk
Wheat - indexes: [23,28] - text: wheat
Nuts - indexes: [30,38] - text: hazelnut
Soybeans - indexes: [40,48] - text: soybeans",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Flat iron steak served with corn purée, Ambiente
BBQ sauce & jalapeño pesto (So2, Mustard, Milk, Celery, Nut)","Sulphites - indexes: [77,80] - text: So2
Mustard - indexes: [82,89] - text: Mustard
Dairy - indexes: [91,95] - text: Milk
Celery and Celeriac - indexes: [97,103] - text: Celery
Nuts - indexes: [105,108] - text: Nut",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Description
A rich Italian classic dessert made with sponge, espresso, mascarpone cheese, eggs, sugar, Amaretto di Saronno and cocoa powder. Loved by all the family – a true treat! It can be frozen.
Serving Instructions
Defrost fully before serving.
A bit of history...
The word Tiramisù literally means “pick me up”. It comes from the Treviso dialect, “Tireme su”, Italianised into Tiramisù in the latter half of the 20th century. Historical records state that Tiramisù originated in Treviso in 1800. It is said that this dessert was invented by a clever “maitresse” of a house of pleasure in the centre of Treviso.
The “Signora” who ran the premises developed this aphrodisiac dessert to offer to customers at the end of the evening in order to reinvigorate them and solve the problems they may have had with their conjugal duties on their return to their wives.
This would seem to be the origin of the Tiramisù, a natural Viagra from the 19th century, served to customers in a brothel.","Sulphites - indexes: [361,363] - text: su",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
Chocolate Hazelnut Churros,"Nuts - indexes: [10,18] - text: Hazelnut",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
Lemon flavoured with mustard seed & curry leaves. Contains : Mustard Seed,"Mustard - indexes: [21,33] - text: mustard seed
Mustard - indexes: [61,73] - text: Mustard Seed",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
